Fide id,Name,Year_of_birth,Gender,Federation,Title,Standard_Rating,Rapid_rating,Blitz_rating
5040299,Akash G,1996,M,IND,GM,2495,2393,2359
5005779,Venkatesh  M.R.,1985,M,IND,GM,2493,2414,2450
5028183,Swayams  Mishra,1992,M,IND,GM,2489,2461,2419
25006479,Karthik Venkataraman,1999,M,IND,GM,2483,2192,2362
5012414,Akshayraj  Kore,1988,M,IND,GM,2482,2484,2399
5018137,Ashwin  Jayaram,1990,M,IND,GM,2480,2513,2461
5018625,Krishna C R G,1991,M,IND,IM,2478,2379,2332
35018701,Arjun Kalyan,2002,M,IND,IM,2477,2334,2299
5030692,Vishnu Prasanna. V,1989,M,IND,GM,2476,2558,2510
5002109,Ramesh R B,1976,M,IND,GM,2472,0,2302
5089000,Raja Harshit,2001,M,IND,IM,2472,2158,2291
46618546,Prithu Gupta,2004,M,IND,GM,2472,0,1775
35028561,Mendonca  Leon Luke,2006,M,IND,IM,2470,1391,2152
5017220,Ravi  Teja S.,1993,M,IND,IM,2469,2356,2409
5002265,Kunte  Abhijit,1977,M,IND,GM,2458,2427,2420
25059653,Rahul Srivatshav P,2002,M,IND,IM,2457,2027,2349
5003610,Das  Arghyadip,1985,M,IND,IM,2453,2365,2382
5024218,Shyaamnikhil P,1992,M,IND,IM,2453,2389,2300
5023335,Ankit  R. Rajpara,1994,M,IND,GM,2452,0,2447
25004964,Raghunandan  Kaumandur Srihari,2001,M,IND,IM,2448,2116,2022
5053196,Mohammad Nubairshah Shaikh,1998,M,IND,IM,2445,2296,2382
5057000,Mitrabha  Guha,2001,M,IND,IM,2445,2122,2334
25002112,Rathanvel  V S,2001,M,IND,IM,2445,2331,2449
5012660,Rohit  Gogineni,1989,M,IND,IM,2442,0,0
25005812,Dhulipalla Bala Chandra Prasad,1996,M,IND,IM,2441,2265,2336
35042025,Aditya Mittal,2006,M,IND,IM,2438,1488,2171
5022401,Prasanna Raghuram Rao,1994,M,IND,IM,2437,2342,2383
35028600,Pranesh M,2006,M,IND,IM,2437,2031,1866
46634827,Bharath Subramaniyam H,2007,M,IND,IM,2437,2165,2230
25072846,Aronyak Ghosh,2003,M,IND,IM,2436,2049,2093
5009154,Thejkumar  M. S.,1981,M,IND,GM,2433,2433,2312
5034426,Das  Sayantan,1997,M,IND,IM,2431,2413,2370
25073060,Koustav Chatterjee,2003,M,IND,IM,2431,2055,2242
5081483,Harikrishnan.A.Ra,2001,M,IND,IM,2429,2089,2276
5097010,Sankalp Gupta,2003,M,IND,IM,2429,2266,2323
25012215,Vignesh N R,1998,M,IND,IM,2428,2226,2401
5003512,Neelotpal  Das,1982,M,IND,GM,2425,2338,2427
5027420,Mehar  Chinna Reddy C.H.,1995,M,IND,IM,2422,2305,2259
5033861,Gusain  Himal,1993,M,IND,IM,2414,2394,2307
46617116,Srihari L R,2005,M,IND,FM,2414,1944,2121
5004195,Bakre  Tejas,1981,M,IND,GM,2413,2385,2366
5094160,Neelash Saha,2002,M,IND,IM,2413,1883,2043
